title,price,reviews,sold,rating,category
"kit de aseo para perros de 3 piezas, cepillo para despellizar, cepillo de baño y peine para suministros para mascotas (azul negro)",9.98,231,1 K+ comprados el mes pasado,4.6,Perros
juguete de tablero rascador de órgano mágico de acordeón para gatos – kitty kurlz ball scratch pad scratcher 1 pack,9.49,589,1 K+ comprados el mes pasado,3.2,Gatos
"ingenuity doorway - puerta para perros y bebés serie 42w, para interiores y exteriores, no se oxida ni se decolora, se adapta a aberturas de 23-42 pulgadas, 24 pulgadas de alto",19.99,424,1 K+ comprados el mes pasado,3.8,Perros
juguetes chirriantes para perros masticadores agresivos – juguetes para perros grandes – juguetes masticables para perros para cachorros – juguetes para perros para mantenerlos ocupados –,15.99,419,1 K+ comprados el mes pasado,4.1,Perros
fuente de agua para gatos en interior: fuentes para gatos de 80 oz/2.4 l para beber - cuencos silenciosos para regar mascotas para gatos en el interior - suministros de agua para gatitos negros - para,16.99,259,1 K+ comprados el mes pasado,4.4,Gatos
"tapete grande de 34 x 22 pulgadas para caja de arena para gatos, almohadilla de silicona impermeable para el suelo, gris oscuro",22.99,79,1 K+ comprados el mes pasado,4.5,Gatos
"difusor de feromonas calmantes para perros 6 en 1, kit de difusor de feromonas apaciguador para calmar (2 enchufes+4 paquetes de 1.6 fl oz de repuesto) para aliviar la ansiedad, reducir la agresión",38.99,35,1 K+ comprados el mes pasado,4.5,Perros
fuente de agua para perros grandes: 7l/236oz/1.8g fuente para perros de acero inoxidable - fuente de agua para gatos grandes para interiores - fuente de agua súper silenciosa para perros en el,36.99,367,1 K+ comprados el mes pasado,4.6,Gatos
"bozal para perros grandes – bozal de malla de aire para perros de gran tamaño | bozales ajustables para perros sin ladridos para barrer, lamer y masticar | evita morder",7.19,274,1 K+ comprados el mes pasado,3.9,Perros
"collar de choque de perro 2 en 1 y collar de ladrido de perro, collar de entrenamiento de perro de 4200 pies con control remoto, 3 modos de entrenamiento y luz para paseos nocturnos, ip67 impermeable",47.49,64,,4.8,Correas para Mascotas
